user0;user1;user2;user3;user4;user5;user6;user7;user8;user9;user10;user11;user12;user13;user14;user15
14.18802683;5.8;0.318935034;0.281656656;0.435077307;0.502409189;0.284145512;0.294502842;0.242421325;0.300837069;0.263089263;0.325886018;0.326539695;0.254487237;0.306078918;0.286074494
14.18802683;5.8;0.297485524;0.370393714;0.327767045;0.508152757;0.245329806;0.312217146;0.255060529;0.2444203;0.269823386;0.289674053;0.270283949;0.301989654;0.303861561;0.323992155
14.18802683;5.8;0.320262614;0.343008332;0.357837337;0.566076412;0.305249375;0.313318528;0.2405866;0.268451392;0.273958378;0.279158114;0.310923885;0.25661952;0.275874702;0.265893144
14.18802683;5.8;0.304189645;0.383382101;0.341426681;0.649969077;0.280250068;0.280494651;0.324811099;0.320945268;0.311833749;0.316060333;0.277509803;0.272513457;0.240425248;0.320543601
14.18802683;5.8;0.325973193;0.293062749;0.417608841;0.485641435;0.243196666;0.321733725;0.314512683;0.293321487;0.324852694;0.249374485;0.28895876;0.284842593;0.298943763;0.260188002
14.18802683;5.8;0.289218923;0.373082109;0.430370874;0.647480695;0.278689136;0.301556746;0.282709479;0.249860334;0.27371729;0.312864382;0.290601903;0.294872025;0.292337425;0.298317338
14.18802683;5.8;0.287949697;0.293785222;0.325308086;0.55247203;0.240123576;0.256871355;0.274928448;0.289181496;0.321180194;0.244155937;0.287153314;0.323121984;0.250149986;0.249940842
14.18802683;5.8;0.278288941;0.339241282;0.398171882;0.481837051;0.319965054;0.247292111;0.292571403;0.255455236;0.275472583;0.321414367;0.260996843;0.267895604;0.2926643;0.276898797
17.73503353;5.8;0.306566167;0.304746236;0.369789828;0.554300502;0.271450455;0.319367796;0.325501169;0.256076751;0.298610037;0.246215696;0.260337797;0.277665329;0.287248576;0.30537186
21.28204024;5.8;0.276240756;0.366951203;0.323277441;0.521634747;0.310725356;0.297215377;0.321967733;0.257294126;0.286476099;0.288655399;0.322665743;0.264314217;0.301113306;0.281959629
24.82904694;5.8;0.240348505;0.3242052;0.392536845;0.60599945;0.316316854;0.271458884;0.321668494;0.280912435;0.329454305;0.324018151;0.263780039;0.259784012;0.312164521;0.279927232
28.37605365;5.8;0.258643059;0.384459869;0.360961877;0.541665489;0.257478545;0.307459985;0.271016273;0.253396161;0.255095215;0.313379944;0.260464007;0.325267006;0.307840409;0.309891872
28.37605365;5.8;0.26965472;0.313129095;0.352114234;0.587002995;0.280599686;0.284714272;0.314354217;0.277554708;0.241619002;0.327936042;0.311951768;0.279486117;0.241792913;0.309831367
28.37605365;5.8;0.251206718;0.315958518;0.374096158;0.485761363;0.327976396;0.264203093;0.293752523;0.280192412;0.273593789;0.271858802;0.288673643;0.300644035;0.249131401;0.265902384
28.37605365;5.8;0.268674963;0.291833801;0.358296304;0.573255818;0.302126814;0.273987737;0.290666976;0.289775566;0.244105833;0.307341845;0.313632282;0.30021897;0.25073651;0.2817215
28.37605365;5.8;0.326392306;0.381617566;0.408721366;0.517680995;0.292100059;0.296321253;0.299162954;0.244355992;0.250797078;0.307719363;0.281654502;0.30581443;0.246359293;0.309199577
28.37605365;5.8;0.280915553;0.280052278;0.359369215;0.521752903;0.26695574;0.288871696;0.320688619;0.268215433;0.246070163;0.302724281;0.251961139;0.249558501;0.264114595;0.318228107
28.37605365;5.8;0.243052887;0.347686072;0.38597205;0.631213546;0.324298619;0.258036041;0.283214969;0.31715333;0.284543706;0.258878812;0.251834365;0.329499732;0.293845079;0.320949442
28.37605365;5.8;0.306775052;0.322661327;0.357564372;0.480130234;0.308476054;0.327640685;0.287446905;0.298456684;0.32057641;0.327017984;0.251199276;0.319675307;0.318566909;0.317236245
28.37605365;5.8;0.273984217;0.304414984;0.359217601;0.617067395;0.328458519;0.251384152;0.318153894;0.243185491;0.329433446;0.247357823;0.266724677;0.277038614;0.240444859;0.272852358
28.37605365;5.8;0.325354168;0.35535742;0.434380756;0.520629485;0.278058188;0.268887914;0.309047431;0.24317134;0.27810926;0.255071585;0.319677515;0.251811745;0.251053541;0.257101189
28.37605365;5.8;0.306698919;0.348241614;0.347392156;0.550588352;0.297058082;0.253486362;0.312793567;0.308139039;0.283843798;0.279161118;0.263553167;0.27220773;0.312239154;0.287350435
28.37605365;5.8;0.256997024;0.368723348;0.353895453;0.530464003;0.267879455;0.275098989;0.323072294;0.295043489;0.289329904;0.304670789;0.316119642;0.258304718;0.321824654;0.270203669
28.37605365;5.8;0.309086218;0.335423709;0.427926821;0.63997557;0.251572386;0.325164117;0.273136927;0.291797605;0.258614445;0.242810114;0.327948377;0.262727891;0.275010141;0.273075243
28.37605365;5.8;0.295984671;0.322440265;0.360262344;0.513405082;0.296621061;0.289594959;0.247660482;0.261573333;0.280355419;0.254762784;0.318934406;0.247608333;0.264475457;0.272208585
28.37605365;5.8;0.30384869;0.308098747;0.33759665;0.584384606;0.315913239;0.264722157;0.249623342;0.294439976;0.293040425;0.296987332;0.318796706;0.302736048;0.260708309;0.252481563
28.37605365;5.8;0.309358096;0.304040501;0.432917361;0.487819706;0.266658481;0.254569678;0.278189982;0.309508682;0.268286681;0.274985184;0.321327776;0.316911012;0.293226167;0.240536695
28.37605365;5.8;0.265513727;0.349300451;0.345147086;0.641965705;0.244826609;0.319231091;0.292576296;0.250278803;0.277137478;0.258898609;0.274759991;0.276503077;0.261180143;0.31512606
31.92306036;5.8;0.321806674;0.302292746;0.361866543;0.579734913;0.31777802;0.262566093;0.286208508;0.280655309;0.252944762;0.261115349;0.328516406;0.287455033;0.241002203;0.250574081
35.47006706;5.8;0.264641641;0.305099506;0.334558867;0.537036659;0.262242507;0.274063944;0.309165829;0.288605235;0.255692455;0.282912238;0.29100828;0.323866112;0.268252154;0.273031006
39.01707377;5.8;0.286238309;0.372569728;0.334713001;0.510133634;0.26586771;0.321458904;0.312449118;0.256917492;0.283385817;0.317033514;0.301212708;0.247666982;0.310752946;0.274108721
42.56408048;5.8;0.319507839;0.330898231;0.417849879;0.640977434;0.271729688;0.256521129;0.321062444;0.247613317;0.278497823;0.316569239;0.303199037;0.285072818;0.242197613;0.283038722
42.56408048;5.8;0.304407801;0.319660945;0.436999253;0.54838246;0.320835792;0.270608849;0.252806229;0.280200804;0.27596843;0.282398684;0.277272978;0.29906234;0.267755908;0.277786932
42.56408048;5.8;0.288631247;0.305745304;0.428578421;0.577785397;0.303412438;0.255733594;0.246355893;0.247073114;0.329484646;0.243912705;0.268493928;0.255905999;0.264572395;0.263322093
42.56408048;5.8;0.296974133;0.292922749;0.373902476;0.510154047;0.268613713;0.31541254;0.258278869;0.292494166;0.322042416;0.24257926;0.271343569;0.322371992;0.295046971;0.247408107
42.56408048;5.8;2.112545348;2.671876925;2.320048882;3.524245864;2.822408397;1.783812044;0.410482262;1.195928485;2.655769697;0.530889996;2.837998009;0.557969535;0.372922958;1.750059999
39.01707377;5.8;1.938719043;0.884966302;1.885218222;5.790740455;0.806180566;0.712618699;2.193338876;0.818117695;0.785687628;0.622782319;2.683535963;2.691326537;0.38977302;2.963696521
35.47006706;5.8;1.252828447;1.60164309;2.461277307;4.092967918;2.712992895;2.880277255;0.725482568;2.834937617;0.52990364;0.584245677;0.965192188;2.643483452;0.507845971;2.61089982
31.92306036;5.8;2.375711403;3.445430939;1.948470313;5.446484121;2.408773118;1.987777352;1.161387691;1.728328637;0.74001011;0.877178364;1.829607518;2.195010068;1.324089292;1.085639736
28.37605365;5.8;0.324988534;0.321893173;0.330840567;0.512920841;0.260677324;0.290855382;0.261230829;0.241420533;0.314949808;0.25511928;0.31289936;0.282497379;0.321708961;0.292446911
28.37605365;5.8;0.254993009;0.28538964;0.328072632;0.499169979;0.308607145;0.259318501;0.251201974;0.262241125;0.316919373;0.284341929;0.303229257;0.243990673;0.24205909;0.273633704
28.37605365;5.8;0.251696065;0.297862342;0.393426647;0.565272415;0.279391953;0.275434759;0.308307581;0.241097534;0.326690761;0.28682094;0.265954153;0.329943353;0.270214512;0.248587913
28.37605365;5.8;0.274202431;0.302868048;0.356981695;0.547131718;0.257363683;0.251175323;0.265255808;0.269590013;0.277109937;0.294867718;0.260538755;0.278773256;0.309424782;0.256484486
28.37605365;5.8;0.270585432;0.359817529;0.345256047;0.604947279;0.272737466;0.283357919;0.327320238;0.297515424;0.280349639;0.328233662;0.295398143;0.240894794;0.302942875;0.315966215
28.37605365;5.8;0.304587925;0.37190321;0.366363258;0.646965181;0.321078951;0.27159862;0.312658785;0.254872169;0.290055573;0.252245825;0.271970534;0.303982393;0.311551236;0.251283648
28.37605365;5.8;0.30434756;0.339290014;0.374075355;0.536397657;0.326225868;0.249246535;0.274074434;0.296286286;0.317460571;0.32028695;0.324779987;0.265548457;0.277239801;0.31823768
28.37605365;5.8;0.274240581;0.330637728;0.325404508;0.511139639;0.316915492;0.320937181;0.326422523;0.32856155;0.305847708;0.306035339;0.28097363;0.300569298;0.30940995;0.323181693
28.37605365;5.8;0.308738889;0.308288652;0.4080056;0.516174034;0.310536946;0.32769905;0.245048992;0.299908214;0.286000272;0.255074731;0.268567542;0.313545433;0.240064028;0.272861935
35.47006706;5.8;0.326447156;0.292101373;0.402960245;0.620850427;0.26189453;0.32985266;0.242174454;0.260053191;0.329215926;0.241581282;0.274191747;0.248694364;0.306307198;0.309355239
42.56408048;5.8;0.29323171;0.345707507;0.420128301;0.514498504;0.26904119;0.283755459;0.31587903;0.249910158;0.272852193;0.329210373;0.275965952;0.285302632;0.314801239;0.274132434
49.65809389;5.8;0.25044001;0.342466459;0.356381934;0.579141857;0.249150916;0.310749098;0.256334345;0.29363165;0.241193693;0.263854638;0.241030153;0.30651187;0.295099753;0.260914902
56.7521073;5.8;0.247528334;0.365110295;0.419245234;0.503649461;0.265821954;0.302113272;0.297833362;0.248866634;0.260995248;0.251764824;0.259876759;0.27507991;0.255728686;0.324419684
60.29911401;5.8;0.326974612;0.309760582;0.413511484;0.521607755;0.294756419;0.285686825;0.298771873;0.276950913;0.246940721;0.25191913;0.302034378;0.249951305;0.276288395;0.319404235
63.84612071;5.8;0.321244369;0.286334695;0.431260808;0.59165774;0.30372552;0.27486463;0.320219551;0.258608598;0.313012568;0.301642312;0.279873559;0.260108644;0.275319792;0.245384091
67.39312742;5.8;0.302387742;0.333066361;0.348030896;0.655920668;0.317995102;0.26415063;0.283245974;0.271960991;0.269242968;0.26664349;0.300088845;0.324974477;0.298106878;0.254720425
70.94013413;5.8;1.668810198;3.478167322;1.003761905;1.281850869;2.457698396;2.990508246;0.791918221;0.958536958;2.321433284;2.055503506;2.932973205;2.811873886;2.834886609;0.898045197
70.94013413;5.8;2.339142038;2.539705831;2.413920132;4.740326461;1.662254645;0.481924691;2.529343312;2.945669644;1.187096004;0.902501194;2.72435535;0.889676734;2.157300033;0.393627653
70.94013413;5.8;1.5273492;0.774675572;3.343356032;5.087966908;0.475806493;2.208801236;0.695296114;2.587558022;2.701395333;0.835689358;0.477433016;2.139131599;0.403338986;1.449450551
70.94013413;5.8;1.812777389;1.283142942;1.083989323;5.476128235;0.973916348;1.991302023;1.433302946;2.688981424;2.804888833;1.180562681;1.710109293;0.680254785;1.286199208;0.753333278
70.94013413;5.8;0.241357494;0.361506327;0.384231974;0.540520174;0.264236015;0.321493621;0.291362264;0.266155906;0.299023348;0.279313015;0.304177279;0.306362855;0.259826419;0.257193562
70.94013413;5.8;0.327090166;0.305151362;0.397202993;0.631158254;0.322830183;0.31081421;0.299750993;0.247747554;0.306944113;0.263991031;0.298793784;0.300335956;0.316188246;0.290406413
70.94013413;5.8;0.29616566;0.316549697;0.363962695;0.565774235;0.276259366;0.326030876;0.279460277;0.255825285;0.243961703;0.300614141;0.276690501;0.282702089;0.315715003;0.320658538
70.94013413;5.8;0.296405539;0.323275309;0.393824405;0.588410566;0.294040708;0.311268053;0.243351705;0.292839404;0.303079485;0.2570374;0.277345801;0.250956654;0.319767592;0.301897039
70.94013413;5.8;0.316976613;0.361027261;0.347753513;0.532437115;0.288493449;0.295681556;0.241475714;0.28317044;0.322797709;0.246528884;0.257033;0.252680083;0.261889077;0.265868229
70.94013413;5.8;0.250672532;0.334990747;0.377862984;0.623132673;0.276517101;0.308400957;0.244419527;0.287308668;0.288862005;0.3033346;0.274929048;0.263888687;0.266449901;0.273624531
70.94013413;5.8;0.268945276;0.370996203;0.390615472;0.637174037;0.297502949;0.265456542;0.310312935;0.259251343;0.278393894;0.260219033;0.273901228;0.273687126;0.242500778;0.294168981
70.94013413;5.8;0.275618505;0.369302681;0.342763777;0.59594233;0.263881369;0.293581832;0.275886225;0.32667751;0.242020229;0.257787395;0.294081917;0.281032859;0.310368126;0.255387761
70.94013413;5.8;0.269381188;0.288813705;0.418182853;0.552997111;0.27713605;0.267732155;0.27221146;0.310441935;0.270299336;0.325605672;0.295768985;0.284342689;0.278980852;0.296246831
67.39312742;5.8;0.276933757;0.372788148;0.387341657;0.541929303;0.327810321;0.313027953;0.254318873;0.265133265;0.320861591;0.264696234;0.249280178;0.308922065;0.245608912;0.31511313
63.84612071;5.8;0.242387973;0.295654407;0.343638789;0.589491721;0.252689966;0.257052718;0.315701515;0.263267929;0.279905278;0.246220257;0.320641356;0.324265211;0.27367597;0.264807153
60.29911401;5.8;0.323723997;0.382572857;0.415430435;0.50017258;0.260566332;0.242017211;0.243548765;0.243298618;0.279006032;0.307605349;0.297983017;0.325315778;0.311260124;0.242390789
56.7521073;5.8;0.321792946;0.324775014;0.361557665;0.59342225;0.240754023;0.270643086;0.286003232;0.249904146;0.279904924;0.289999816;0.287190236;0.252426566;0.307709369;0.290099161
53.2051006;5.8;0.308336087;0.300715774;0.353592875;0.582504037;0.271026038;0.250367744;0.264726405;0.27907584;0.252052764;0.272615443;0.306791364;0.329761665;0.263395249;0.302915781
49.65809389;5.8;0.287362034;0.324858136;0.357700177;0.53957693;0.250276814;0.329645874;0.302759197;0.240322172;0.304778658;0.247404991;0.311008375;0.266442981;0.25058231;0.280755107
46.11108718;5.8;0.301343643;0.37664034;0.376802498;0.620968655;0.263788069;0.274167913;0.262499031;0.295707711;0.247352336;0.267340139;0.305928596;0.282369993;0.280048646;0.275079285
42.56408048;5.8;0.301508337;0.29611169;0.434971782;0.510490586;0.259506887;0.29074204;0.249661342;0.318806597;0.297667242;0.243848512;0.265802933;0.294892689;0.247254914;0.292670959
42.56408048;5.8;0.280687444;0.293518809;0.37345939;0.573104499;0.308110696;0.2676596;0.316484265;0.298617841;0.319473352;0.307045313;0.325874976;0.259424157;0.320845489;0.273856811
42.56408048;5.8;0.274734052;0.366470013;0.436430219;0.480956983;0.298273986;0.322459766;0.31769697;0.293578576;0.240318903;0.283771831;0.319697042;0.31374373;0.254061843;0.240115356
42.56408048;5.8;0.278633969;0.339676698;0.368044189;0.646800815;0.266336421;0.281232022;0.253483867;0.283700773;0.315098185;0.322190802;0.273153917;0.295421702;0.327369042;0.29459678
28.37605365;5.8;0.312876572;0.353959784;0.344089268;0.582831494;0.285957535;0.244192594;0.27541652;0.291911857;0.292460073;0.286595412;0.280639505;0.251268878;0.316910993;0.276900052
28.37605365;5.8;0.286064931;0.310696907;0.392766766;0.489116217;0.324618937;0.323644127;0.274924603;0.259988159;0.255315039;0.312922006;0.323972953;0.329223993;0.314541799;0.286799258
28.37605365;5.8;0.297112723;0.327711977;0.3363398;0.510541916;0.294335799;0.243286409;0.270830595;0.312793721;0.284062385;0.316145808;0.327638183;0.260707409;0.266147834;0.249917853
28.37605365;5.8;0.275549206;0.30031959;0.325812778;0.606185171;0.259442832;0.300430503;0.263362067;0.249674247;0.312192717;0.329871249;0.242176471;0.27686458;0.268179741;0.298563807
28.37605365;5.8;0.242509551;0.343125997;0.372425314;0.600297009;0.281712827;0.255398528;0.241853428;0.304373437;0.248595854;0.245347785;0.243815034;0.271594478;0.26032104;0.303706662
24.82904694;5.8;0.279005351;0.343290415;0.4079866;0.629269527;0.246256465;0.293382458;0.310264768;0.281534753;0.3242342;0.303679567;0.266662814;0.25729711;0.314416704;0.242769389
21.28204024;5.8;0.327552182;0.29393568;0.401896091;0.601685505;0.30507072;0.270433291;0.254929211;0.312495584;0.274058544;0.276017305;0.253264338;0.254822517;0.321135108;0.282062487
17.73503353;5.8;0.242157589;0.344686269;0.429354056;0.488643035;0.301722735;0.323677694;0.273779708;0.293180316;0.253864077;0.259725763;0.296713134;0.268740367;0.301446859;0.295797757
14.18802683;5.8;0.265752368;0.354349109;0.372887513;0.58137667;0.24447017;0.269309873;0.300844401;0.244129638;0.329651394;0.247979227;0.31284146;0.26780109;0.246769408;0.31734432
14.18802683;5.8;0.32206779;0.366547824;0.385754241;0.617413995;0.280644603;0.275612481;0.2513921;0.24061666;0.275755206;0.283526321;0.318684216;0.315652067;0.245526404;0.283765493
14.18802683;5.8;0.29117605;0.366948273;0.325584805;0.578615855;0.321028591;0.263835571;0.250127204;0.262923302;0.30537774;0.303575226;0.262741445;0.306230366;0.3188009;0.26286209
14.18802683;5.8;0.280514144;0.304388351;0.34696343;0.527031998;0.306835955;0.256379964;0.314644797;0.292851925;0.296116288;0.290209317;0.256373154;0.32195722;0.268876447;0.297693765
14.18802683;5.8;0.279652273;0.320292375;0.332158563;0.584270197;0.276978362;0.256821492;0.266015836;0.261953575;0.26243099;0.252089608;0.253459576;0.310400558;0.267765241;0.261032017
14.18802683;5.8;0.247021553;0.308603095;0.429908713;0.533125509;0.329468756;0.328217641;0.266260398;0.286952567;0.267903857;0.243224681;0.245004931;0.25264223;0.268496021;0.251429262
14.18802683;5.8;0.258332002;0.343605635;0.384096573;0.650112553;0.242640472;0.29115851;0.241400135;0.244903855;0.325785816;0.295895586;0.277675018;0.326043506;0.257419705;0.297592579
14.18802683;5.8;0.327642903;0.301327715;0.386374219;0.6157625;0.309884831;0.309100778;0.253027848;0.254722962;0.277444802;0.256775558;0.26880968;0.307013007;0.283560232;0.241123779
14.18802683;5.8;0.309252804;0.320568164;0.338636662;0.634583979;0.242562345;0.292463582;0.320922439;0.287826712;0.321763217;0.304046941;0.323254064;0.300978546;0.296982259;0.244257312
14.18802683;5.8;0.282047586;0.334111243;0.331808629;0.596255231;0.29863295;0.242539852;0.300006988;0.258337729;0.271964603;0.285519065;0.256646335;0.299474522;0.302388136;0.329207903
14.18802683;5.8;0.255528081;0.311826616;0.435514945;0.637873494;0.305249436;0.296967768;0.313575113;0.311215687;0.279996978;0.275389704;0.313167842;0.246536129;0.308996819;0.241152013
14.18802683;5.8;0.320281184;0.343176618;0.353164958;0.486739141;0.320410282;0.313671826;0.270683867;0.292776211;0.308571862;0.295129655;0.310592538;0.245813982;0.317800763;0.241718308
14.18802683;5.8;0.325609805;0.369023686;0.432607747;0.552280144;0.275927862;0.286150714;0.245945801;0.242134661;0.296675319;0.25793026;0.272026321;0.313705939;0.251263609;0.265931286
14.18802683;5.8;0.290328831;0.354283974;0.348710354;0.525103081;0.248657401;0.27039589;0.292319732;0.256563164;0.309191586;0.280388545;0.267697444;0.292991378;0.303983449;0.240354557
14.18802683;5.8;0.263146048;0.293994154;0.425696599;0.57416506;0.275561734;0.271363621;0.247776524;0.319954783;0.3085452;0.316597378;0.24812607;0.260624805;0.281737448;0.269727082
14.18802683;5.8;0.270410866;0.311748328;0.3396791;0.522931135;0.261254446;0.28877081;0.323141745;0.281047458;0.269692865;0.286598292;0.280335349;0.255238625;0.304652525;0.254882881
14.18802683;5.8;0.279881453;0.333494681;0.394495324;0.593577547;0.327557351;0.317966196;0.246048221;0.253274811;0.290844349;0.304705889;0.257496383;0.278302168;0.304795496;0.256126643
17.73503353;5.8;0.295869788;0.325551436;0.41258352;0.496491853;0.31898307;0.327259966;0.280775455;0.31928462;0.251482891;0.268268724;0.251849996;0.322164908;0.285197561;0.3183236
21.28204024;5.8;0.310671878;0.284149631;0.340533981;0.630614288;0.267323717;0.257503101;0.310507108;0.305331229;0.253911606;0.312373539;0.284997824;0.270482625;0.321973934;0.278740928
24.82904694;5.8;0.256605535;0.377837609;0.393762124;0.616651298;0.283469142;0.315715347;0.30079283;0.252710094;0.304929268;0.278617681;0.246598944;0.251075435;0.297134654;0.314056163
28.37605365;5.8;0.296959023;0.35210288;0.369488821;0.612532071;0.249463257;0.27881236;0.287856723;0.268166979;0.264412675;0.31075583;0.299483275;0.276082011;0.257475135;0.29155914
28.37605365;5.8;0.306473844;0.374127642;0.34108458;0.60715342;0.294834505;0.2909424;0.274263568;0.31196691;0.299800188;0.315572085;0.30471892;0.309955575;0.294790151;0.275740431
28.37605365;5.8;0.314317952;0.314241285;0.342347935;0.605530819;0.306706943;0.26461497;0.312403492;0.311383679;0.266074626;0.243519943;0.251185519;0.294318122;0.257694493;0.29552536
28.37605365;5.8;0.268631264;0.286398427;0.435339688;0.505833605;0.307960742;0.306627346;0.291943597;0.322913988;0.278624883;0.277578336;0.309231676;0.240136066;0.246784561;0.250063991
28.37605365;5.8;0.269950828;0.319193438;0.366107097;0.64400102;0.264950325;0.279528259;0.282751945;0.271935712;0.301736172;0.307417246;0.291008758;0.257139903;0.301613329;0.24995262
28.37605365;5.8;0.260347395;0.357950203;0.371325272;0.511908092;0.273595068;0.297573226;0.278687213;0.27017154;0.262794202;0.264427713;0.276449333;0.317202745;0.308972048;0.262557684
28.37605365;5.8;0.281971639;0.359552501;0.324666376;0.504067612;0.247386969;0.280486831;0.303566628;0.302081243;0.292820423;0.254540797;0.305335332;0.306786727;0.254374119;0.291194728
28.37605365;5.8;0.253101528;0.348646351;0.335728859;0.641349737;0.328270885;0.250930678;0.322420797;0.329567285;0.250547821;0.261419925;0.267354432;0.321137249;0.264700522;0.257149039
28.37605365;5.8;0.294805914;0.306158859;0.405359975;0.52133775;0.243465856;0.294668282;0.250321993;0.319019642;0.282883089;0.264570654;0.251130745;0.320326423;0.273958292;0.267798799
28.37605365;5.8;0.24298243;0.364807424;0.418313295;0.654636691;0.310537199;0.270627586;0.291289074;0.308060295;0.245847427;0.26958219;0.245339186;0.287961095;0.259443316;0.327374317
28.37605365;5.8;0.309090652;0.347437307;0.336601445;0.556064959;0.2509437;0.322478781;0.245412925;0.270771313;0.251239006;0.262664127;0.2824278;0.2636563;0.287891563;0.302850702
28.37605365;5.8;0.287974402;0.285233373;0.381122882;0.545990503;0.268913917;0.309100947;0.304381512;0.290936913;0.294381517;0.257889154;0.323904152;0.263677378;0.282225395;0.288950233
28.37605365;5.8;0.30618659;0.323749258;0.386269005;0.601283962;0.29481235;0.323273026;0.309043406;0.321305245;0.247434753;0.265507229;0.305155149;0.323310643;0.304228032;0.257986253
28.37605365;5.8;0.288337585;0.294630211;0.355418242;0.500336889;0.260224086;0.25994817;0.273304221;0.243215186;0.246557414;0.314574422;0.278094269;0.282491367;0.284995023;0.298519668
28.37605365;5.8;0.293419927;0.355971139;0.376483204;0.608934253;0.276131588;0.294162238;0.307999116;0.32296963;0.297970673;0.250049757;0.316981466;0.287467812;0.328930665;0.283733359
28.37605365;5.8;0.323694314;0.358216683;0.384378071;0.518901332;0.279533928;0.295443786;0.299365517;0.268088158;0.267437092;0.310912763;0.254182426;0.257984473;0.250972026;0.293205334
28.37605365;5.8;0.290328866;0.381191751;0.329591329;0.561066844;0.291723358;0.297738745;0.289421647;0.310276406;0.276796608;0.32771108;0.301025283;0.329665585;0.298366122;0.281945802
31.92306036;5.8;0.278868472;0.38191997;0.365831766;0.497846735;0.296067391;0.284405593;0.329223074;0.253335646;0.25765501;0.266391359;0.27964988;0.28810604;0.265912522;0.289355664
35.47006706;5.8;0.256627414;0.369470186;0.402148594;0.519401201;0.245394886;0.241087563;0.27645103;0.27621617;0.301934597;0.313751491;0.325826383;0.313678849;0.326149282;0.279017617
39.01707377;5.8;0.307795109;0.282953406;0.429899943;0.538735519;0.263332773;0.295810965;0.263262524;0.280750012;0.301863462;0.25845325;0.291058247;0.258372958;0.274698155;0.305293645
42.56408048;5.8;0.246759922;0.324369762;0.402608138;0.581346332;0.25748967;0.263257784;0.318278779;0.279315064;0.316828596;0.275574297;0.241763656;0.29086387;0.245051925;0.291568321
42.56408048;5.8;0.258812789;0.315341313;0.401568472;0.547796887;0.243366559;0.304591948;0.257302138;0.305549849;0.314962631;0.315948274;0.285043067;0.310630603;0.275456211;0.298501833
42.56408048;5.8;0.273983406;0.356133342;0.379044338;0.633971504;0.309639508;0.265847647;0.251621454;0.249029164;0.301411113;0.301534162;0.259480596;0.260616381;0.302625128;0.31788955
